33 1360.065028
34 1360.007913
35 1360.002382
36 1360.001038
37 1360.000542
38 1360.000317
39 1360.000201
40 1360.000135
41 1360.000094
42 1360.000068
43 1360.000051
44 1360.000039
45 1360.000030
46 1360.000023
47 1360.000019
48 1360.000015
49 1360.000012
50 1360.000010
51 1360.000008
52 1360.000006
53 1360.000005
54 1360.000004
55 1360.000004
56 1360.000003
57 1360.000002
58 1360.000002
59 1360.000002
60 1360.000001
61 1360.000001
62 1360.000001
63 1360.000001
64 1360.000001
65 1360.000001
66 1360.000000
67 1360.000000
68 1360.000000
69 1360.000000
70 1360.000000
71 1360.000000
72 1360.000000
73 1360.000000
74 1360.000000
75 1360.000000
76 1360.000000
77 1360.000000
78 1360.000000
79 1360.000000
80 1360.000000
81 1360.000000
82 1360.000000
83 1360.000000
84 1360.000000
85 1360.000000
86 1360.000000
87 1360.000000
88 1360.000000
89 1360.000000
90 1360.000000
